filename	acq_time	operator	randstr
anat/sub-05_ses-01_acq-defaced_T1w.nii.gz	2020-08-03T15:59:56.420000	n/a	c30ee4cc
func/sub-05_ses-01_task-localizer_run-01_bold.nii.gz	2020-08-03T16:08:09.117500	n/a	b9258f9c
func/sub-05_ses-01_task-letters_run-01_bold.nii.gz	2020-08-03T16:18:17.875000	n/a	dec1ee07
func/sub-05_ses-01_task-letters_run-02_bold.nii.gz	2020-08-03T16:24:40.487500	n/a	808542f2
func/sub-05_ses-01_task-letters_run-03_bold.nii.gz	2020-08-03T16:31:08.492500	n/a	3e7640b9
func/sub-05_ses-01_task-letters_run-04_bold.nii.gz	2020-08-03T16:37:49.757500	n/a	7a3a88d3
func/sub-05_ses-01_task-letters_run-05_bold.nii.gz	2020-08-03T16:44:12.302500	n/a	274a44a4
func/sub-05_ses-01_task-letters_run-06_bold.nii.gz	2020-08-03T16:50:36.847500	n/a	e882e95d
func/sub-05_ses-01_task-letters_run-07_bold.nii.gz	2020-08-03T16:57:07.105000	n/a	e43f23a4
func/sub-05_ses-01_task-letters_run-08_bold.nii.gz	2020-08-03T17:05:05.635000	n/a	c4e7f8ad
func/sub-05_ses-01_task-letters_run-09_bold.nii.gz	2020-08-03T17:11:22.790000	n/a	ee4e2a23
func/sub-05_ses-01_task-letters_run-010_bold.nii.gz	2020-08-03T17:17:42.405000	n/a	2fbd4a41
