filename	acq_time	operator	randstr
anat/sub-09_ses-01_acq-defaced_T1w.nii.gz	2020-08-14T10:27:19.162500	n/a	a15246e3
func/sub-09_ses-01_task-localizer_run-01_bold.nii.gz	2020-08-14T10:35:15.225000	n/a	d7cbb0ae
func/sub-09_ses-01_task-letters_run-01_bold.nii.gz	2020-08-14T10:45:02.160000	n/a	85bdd60f
func/sub-09_ses-01_task-letters_run-02_bold.nii.gz	2020-08-14T10:52:08.707500	n/a	0533e39e
func/sub-09_ses-01_task-letters_run-03_bold.nii.gz	2020-08-14T11:01:41.690000	n/a	94aae9fd
func/sub-09_ses-01_task-letters_run-04_bold.nii.gz	2020-08-14T11:08:09.155000	n/a	4a61776e
func/sub-09_ses-01_task-letters_run-05_bold.nii.gz	2020-08-14T11:15:45.335000	n/a	8cba9105
func/sub-09_ses-01_task-letters_run-06_bold.nii.gz	2020-08-14T11:23:03.132500	n/a	d6d01b03
func/sub-09_ses-01_task-letters_run-07_bold.nii.gz	2020-08-14T11:31:30.427500	n/a	61a77a00
func/sub-09_ses-01_task-letters_run-08_bold.nii.gz	2020-08-14T11:42:22.532500	n/a	cb2cf217
func/sub-09_ses-01_task-letters_run-09_bold.nii.gz	2020-08-14T11:49:05.347500	n/a	72682071
func/sub-09_ses-01_task-letters_run-010_bold.nii.gz	2020-08-14T11:55:22.487500	n/a	c45bff06
