filename	acq_time	operator	randstr
anat/sub-08_ses-01_acq-defaced_T1w.nii.gz	2020-08-10T15:06:43.185000	n/a	1bf21262
func/sub-08_ses-01_task-localizer_run-01_bold.nii.gz	2020-08-10T15:16:26.345000	n/a	182bc61c
func/sub-08_ses-01_task-letters_run-01_bold.nii.gz	2020-08-10T15:29:24.867500	n/a	6bc979cf
func/sub-08_ses-01_task-letters_run-02_bold.nii.gz	2020-08-10T15:36:08.825000	n/a	650a61d3
func/sub-08_ses-01_task-letters_run-03_bold.nii.gz	2020-08-10T16:04:36.972500	n/a	8ce9fd0a
func/sub-08_ses-01_task-letters_run-04_bold.nii.gz	2020-08-10T16:11:20.380000	n/a	66691a40
func/sub-08_ses-01_task-letters_run-05_bold.nii.gz	2020-08-10T16:18:41.932500	n/a	2da64416
func/sub-08_ses-01_task-letters_run-06_bold.nii.gz	2020-08-10T16:26:08.270000	n/a	43ea167b
func/sub-08_ses-01_task-letters_run-07_bold.nii.gz	2020-08-10T16:33:24.987500	n/a	19986d1a
func/sub-08_ses-01_task-letters_run-08_bold.nii.gz	2020-08-10T17:12:28.630000	n/a	b3981ee7
func/sub-08_ses-01_task-letters_run-09_bold.nii.gz	2020-08-10T17:19:11.815000	n/a	d167d191
func/sub-08_ses-01_task-letters_run-010_bold.nii.gz	2020-08-10T17:25:34.022500	n/a	d9352136
