filename	acq_time	operator	randstr
func/sub-02_ses-02_task-letters_run-01_bold.nii.gz	2020-08-08T09:45:02.847500	n/a	bfaf823b
func/sub-02_ses-02_task-letters_run-02_bold.nii.gz	2020-08-08T09:51:18.242500	n/a	55fb7df6
func/sub-02_ses-02_task-letters_run-03_bold.nii.gz	2020-08-08T09:57:34.985000	n/a	05328d15
func/sub-02_ses-02_task-letters_run-04_bold.nii.gz	2020-08-08T10:03:49.760000	n/a	63cc70fb
func/sub-02_ses-02_task-letters_run-05_bold.nii.gz	2020-08-08T10:10:14.320000	n/a	b9170bfd
func/sub-02_ses-02_task-letters_run-06_bold.nii.gz	2020-08-08T10:16:34.220000	n/a	ffdea496
func/sub-02_ses-02_task-letters_run-07_bold.nii.gz	2020-08-08T10:22:52.160000	n/a	a0ed4f2d
func/sub-02_ses-02_task-letters_run-08_bold.nii.gz	2020-08-08T10:29:16.735000	n/a	ce9ff1ab
func/sub-02_ses-02_task-letters_run-09_bold.nii.gz	2020-08-08T10:35:31.420000	n/a	caaf2efb
func/sub-02_ses-02_task-letters_run-010_bold.nii.gz	2020-08-08T10:42:06.245000	n/a	a886f717
func/sub-02_ses-02_task-letters_run-011_bold.nii.gz	2020-08-08T10:48:31.372500	n/a	40e2ab1a
func/sub-02_ses-02_task-letters_run-012_bold.nii.gz	2020-08-08T10:54:46.910000	n/a	ea291a07
func/sub-02_ses-02_task-letters_run-013_bold.nii.gz	2020-08-08T11:01:01.600000	n/a	bf841d8e
func/sub-02_ses-02_task-letters_run-014_bold.nii.gz	2020-08-08T11:07:22.557500	n/a	37a530df
func/sub-02_ses-02_task-letters_run-015_bold.nii.gz	2020-08-08T11:13:38.077500	n/a	37cc8792
