onset	duration	trial_type
4.01197187921298	14.4	Letters_Right
18.4020754661169	14.4	Nonsense_Left
32.8086108057314	14.4	Nonsense_Right
47.2151591124502	14.4	Letters_Left
61.5598936373253	14.4	Null
76.0115934018513	14.4	Letters_Right
90.4017383399641	14.4	Nonsense_Right
104.8081942375	14.4	Letters_Left
119.214729982336	14.4	Nonsense_Left
133.509132285943	14.4	Null
148.011047162575	14.4	Nonsense_Left
162.417777008756	14.4	Nonsense_Right
176.807675148098	14.4	Letters_Left
191.214291126894	14.4	Letters_Right
205.508732737036	14.4	Null
220.010604660134	14.4	Letters_Right
234.417294389336	14.4	Nonsense_Left
248.807194960011	14.4	Letters_Left
263.213826742464	14.4	Nonsense_Right
277.508139897228	14.4	Null
292.00988652696	14.4	Nonsense_Left
306.416825547465	14.4	Nonsense_Right
320.806715177145	14.4	Letters_Right
335.213272398748	14.4	Letters_Left
349.507712793224	14.4	Null
364.009570938773	14.4	Letters_Left
378.416332702933	14.4	Nonsense_Right
392.806204192184	14.4	Letters_Right
407.212761008565	14.4	Nonsense_Left
421.507041745566	14.4	Null
