filename	acq_time	operator	randstr
func/sub-05_ses-02_task-letters_run-01_bold.nii.gz	2020-08-10T09:53:27.642500	n/a	0cb97185
func/sub-05_ses-02_task-letters_run-02_bold.nii.gz	2020-08-10T09:59:39.642500	n/a	432c5c16
func/sub-05_ses-02_task-letters_run-03_bold.nii.gz	2020-08-10T10:05:56.585000	n/a	e4636031
func/sub-05_ses-02_task-letters_run-04_bold.nii.gz	2020-08-10T10:16:28.795000	n/a	1f4a3f89
func/sub-05_ses-02_task-letters_run-05_bold.nii.gz	2020-08-10T10:22:48.170000	n/a	9641ae3f
func/sub-05_ses-02_task-letters_run-06_bold.nii.gz	2020-08-10T10:29:04.745000	n/a	2554d6cd
func/sub-05_ses-02_task-letters_run-07_bold.nii.gz	2020-08-10T10:35:24.822500	n/a	b4661fb9
func/sub-05_ses-02_task-letters_run-08_bold.nii.gz	2020-08-10T10:49:32.187500	n/a	2e69d5df
func/sub-05_ses-02_task-letters_run-09_bold.nii.gz	2020-08-10T10:55:52.762500	n/a	6ceceeff
func/sub-05_ses-02_task-letters_run-010_bold.nii.gz	2020-08-10T11:17:36.165000	n/a	b0e2fb37
func/sub-05_ses-02_task-letters_run-011_bold.nii.gz	2020-08-10T11:23:54.637500	n/a	043c8338
func/sub-05_ses-02_task-letters_run-012_bold.nii.gz	2020-08-10T11:30:12.315000	n/a	172afcd8
func/sub-05_ses-02_task-letters_run-013_bold.nii.gz	2020-08-10T11:36:33.507500	n/a	bdd3248a
func/sub-05_ses-02_task-letters_run-014_bold.nii.gz	2020-08-10T11:42:50.760000	n/a	b05e50f2
func/sub-05_ses-02_task-letters_run-015_bold.nii.gz	2020-08-10T11:49:24.275000	n/a	2a660208
