filename	acq_time	operator	randstr
func/sub-01_ses-02_task-letters_run-01_bold.nii.gz	2020-08-28T16:38:31.635000	n/a	53dde531
func/sub-01_ses-02_task-letters_run-02_bold.nii.gz	2020-08-28T16:44:49.605000	n/a	5f040590
func/sub-01_ses-02_task-letters_run-03_bold.nii.gz	2020-08-28T16:51:07.465000	n/a	b8ca9b24
func/sub-01_ses-02_task-letters_run-04_bold.nii.gz	2020-08-28T16:57:33.677500	n/a	635c0687
func/sub-01_ses-02_task-letters_run-05_bold.nii.gz	2020-08-28T17:03:43.470000	n/a	9ae1bb2d
func/sub-01_ses-02_task-letters_run-06_bold.nii.gz	2020-08-28T17:09:59.735000	n/a	56968d1f
func/sub-01_ses-02_task-letters_run-07_bold.nii.gz	2020-08-28T17:16:23.307500	n/a	d96054dc
func/sub-01_ses-02_task-letters_run-08_bold.nii.gz	2020-08-28T17:22:35.380000	n/a	1fb430f4
func/sub-01_ses-02_task-letters_run-09_bold.nii.gz	2020-08-28T17:28:50.405000	n/a	26d3e0ff
func/sub-01_ses-02_task-letters_run-010_bold.nii.gz	2020-08-28T17:35:24.222500	n/a	7307024b
func/sub-01_ses-02_task-letters_run-011_bold.nii.gz	2020-08-28T17:42:23.862500	n/a	d1c110f7
func/sub-01_ses-02_task-letters_run-012_bold.nii.gz	2020-08-28T17:48:44.540000	n/a	bf40bb2e
func/sub-01_ses-02_task-letters_run-013_bold.nii.gz	2020-08-28T17:55:39.160000	n/a	13341a4b
func/sub-01_ses-02_task-letters_run-014_bold.nii.gz	2020-08-28T18:01:53.135000	n/a	a02a9faa
func/sub-01_ses-02_task-letters_run-015_bold.nii.gz	2020-08-28T18:08:15.535000	n/a	c85fa1ab
