onset	duration	trial_type
4.01517540108762	14.4	Nonsense_Left
18.4095539036534	14.4	Letters_Right
32.803896205558	14.4	Nonsense_Right
47.2149621935059	14.4	Letters_Left
61.5117998246824	14.4	Null
76.0037078823952	14.4	Nonsense_Right
90.4147464549678	14.4	Nonsense_Left
104.809112296101	14.4	Letters_Right
119.203502098288	14.4	Letters_Left
133.515223924343	14.4	Null
148.008906588388	14.4	Nonsense_Left
162.403276986573	14.4	Letters_Left
176.814268321268	14.4	Letters_Right
191.208695865262	14.4	Nonsense_Right
205.503758255705	14.4	Null
220.014099644566	14.4	Letters_Left
234.408481923638	14.4	Nonsense_Right
248.802860578988	14.4	Nonsense_Left
263.213903333282	14.4	Letters_Right
277.508978285514	14.4	Null
292.002634304754	14.4	Nonsense_Right
306.413673916944	14.4	Letters_Left
320.808050446558	14.4	Letters_Right
335.20243201483	14.4	Nonsense_Left
349.514206824919	14.4	Null
364.007845801712	14.4	Letters_Right
378.402219670828	14.4	Letters_Left
392.813247883751	14.4	Nonsense_Left
407.207625047762	14.4	Nonsense_Right
421.502732646681	14.4	Null
