onset	duration	trial_type	value
3.00215334978748	0.5	13	m2
6.00423659616717	0.5	14	n2
9.00633443053994	0.5	9	b2
12.0084415850179	0.5	7	v1
15.0086446012483	0.5	999	.0
18.0108481985662	0.5	2	c1
21.0128277081094	0.5	10	c2
24.0150061816621	0.5	12	l2
27.0151078923882	0.5	999	.0
30.0170574155018	0.5	4	l1
33.0192407517188	0.5	15	v2
36.0213855918446	0.5	8	z1
39.0214261140463	0.5	999	.0
42.0234919358791	0.5	16	z2
45.0257790089327	0.5	5	m1
48.0278707649741	0.5	11	d2
51.0300431601972	0.5	1	b1
54.0301732364642	0.5	999	.0
57.0321956995413	0.5	3	d1
60.0342250513932	0.5	6	n1
63.0361105494285	0.5	6	n1
66.0381172088473	0.5	300	o2
69.0403029763966	0.5	11	d2
72.0423562363467	0.5	13	m2
75.042483070838	0.5	999	.0
78.0448892791628	0.5	9	b2
81.0469417286695	0.5	15	v2
84.0491911160752	0.5	16	z2
87.0492668925926	0.5	999	.0
90.0516905254644	0.5	1	b1
93.0539646314119	0.5	8	z1
96.0542255943892	0.5	999	.0
99.0562399530263	0.5	4	l1
102.058340623953	0.5	2	c1
105.060284473959	0.5	5	m1
108.062238454517	0.5	3	d1
111.062310178813	0.5	999	.0
114.064441241389	0.5	7	v1
117.066523677326	0.5	12	l2
120.068725653755	0.5	14	n2
123.068815613042	0.5	999	.0
126.070829971679	0.5	10	c2
129.07292172772	0.5	12	l2
132.075233924539	0.5	7	v1
135.077267733832	0.5	14	n2
138.079380561419	0.5	200	e1
141.081397351389	0.5	1	b1
144.083543001958	0.5	4	l1
147.083581092827	0.5	999	.0
150.085642051996	0.5	11	d2
153.087693691059	0.5	5	m1
156.087970052473	0.5	999	.0
159.089979548446	0.5	10	c2
162.092247981285	0.5	15	v2
165.092339561461	0.5	999	.0
168.094447931606	0.5	16	z2
171.096440003032	0.5	8	z1
174.098373722487	0.5	6	n1
177.098612803476	0.5	999	.0
180.100746297385	0.5	9	b2
183.102717297266	0.5	13	m2
186.102867229412	0.5	999	.0
189.105091493053	0.5	2	c1
192.107203510195	0.5	3	d1
195.109308638564	0.5	11	d2
198.11133312775	0.5	4	l1
201.11358737782	0.5	400	o2
204.115717629955	0.5	8	z1
207.117936220486	0.5	1	b1
210.118124648723	0.5	999	.0
213.120471289412	0.5	14	n2
216.12267286062	0.5	12	l2
219.124680330484	0.5	9	b2
222.126791131959	0.5	5	m1
225.126966998314	0.5	999	.0
228.129027147039	0.5	15	v2
231.131020839353	0.5	7	v1
234.131234391354	0.5	999	.0
237.133307912405	0.5	6	n1
240.135538254377	0.5	3	d1
243.135736813165	0.5	999	.0
246.137952567142	0.5	13	m2
249.139942207237	0.5	10	c2
252.142001950739	0.5	2	c1
255.142162823879	0.5	999	.0
258.14439316585	0.5	16	z2
261.146454530241	0.5	6	n1
264.148355021491	0.5	13	m2
267.150559834476	0.5	100	e1
270.164381146966	0.5	8	z1
273.166556378741	0.5	9	b2
276.168791988599	0.5	15	v2
279.170889417748	0.5	4	l1
282.171097701865	0.5	999	.0
285.173317508063	0.5	7	v1
288.175321330928	0.5	2	c1
291.177472654606	0.5	11	d2
294.179511731785	0.5	14	n2
297.179706238352	0.5	999	.0
300.181839732262	0.5	16	z2
303.183905959317	0.5	5	m1
306.185923154508	0.5	1	b1
309.1880489492	0.5	10	c2
312.188243050545	0.5	999	.0
315.190167044671	0.5	3	d1
318.192253532827	0.5	12	l2
321.192469921383	0.5	999	.0
