onset	duration	trial_type	value
3.00226679449952	0.5	16	z2
6.00442417989689	0.5	2	c1
9.00458748311212	0.5	999	.0
12.0064936327944	0.5	6	n1
15.0083892467865	0.5	14	n2
18.0103861655025	0.5	3	d1
21.0105300182095	0.5	999	.0
24.0124876306927	0.5	1	b1
27.0143844603408	0.5	9	b2
30.0166058703253	0.5	12	l2
33.0188471360343	0.5	4	l1
36.0190497454823	0.5	999	.0
39.0211568837367	0.5	13	m2
42.0232952238457	0.5	7	v1
45.0252228501304	0.5	11	d2
48.0252686398653	0.5	999	.0
51.0273028387201	0.5	10	c2
54.0294107874124	0.5	5	m1
57.0295177652006	0.5	999	.0
60.0316281452069	0.5	15	v2
63.0338418560314	0.5	8	z1
66.0361540350477	0.5	1	b1
69.0382765716204	0.5	11	d2
72.0401993352789	0.5	400	o2
75.0421427650999	0.5	10	c2
78.0443803838389	0.5	9	b2
81.0446004176993	0.5	999	.0
84.047182877719	0.5	14	n2
87.0492916368494	0.5	2	c1
90.0511884664975	0.5	5	m1
93.0530565256049	0.5	12	l2
96.0532692655233	0.5	999	.0
99.0552122901263	0.5	3	d1
102.057432889673	0.5	16	z2
105.05948005553	0.5	6	n1
108.059655920531	0.5	999	.0
111.061645545307	0.5	4	l1
114.063738500899	0.5	13	m2
117.065937623844	0.5	7	v1
120.067930085152	0.5	8	z1
123.068131073724	0.5	999	.0
126.070242264168	0.5	15	v2
129.072991674371	0.5	4	l1
132.074915653686	0.5	10	c2
135.076859893945	0.5	5	m1
138.079173288619	0.5	100	e1
141.081094026182	0.5	13	m2
144.083248169829	0.5	16	z2
147.083484412444	0.5	999	.0
150.085608975112	0.5	7	v1
153.08749445863	0.5	1	b1
156.089865394388	0.5	8	z1
159.090018161911	0.5	999	.0
162.091963617826	0.5	6	n1
165.094139643294	0.5	12	l2
168.096338361018	0.5	11	d2
171.098468191532	0.5	3	d1
174.098614880771	0.5	999	.0
177.100604100329	0.5	2	c1
180.10265005053	0.5	15	v2
183.104647779684	0.5	14	n2
186.106556765899	0.5	9	b2
189.106700213388	0.5	999	.0
192.108859219661	0.5	5	m1
195.1109209734	0.5	13	m2
198.112880611978	0.5	300	o2
201.114841060993	0.5	7	v1
204.11676382465	0.5	2	c1
207.116797052598	0.5	999	.0
210.118937824023	0.5	15	v2
213.120822091885	0.5	11	d2
216.122898028285	0.5	14	n2
219.122967725936	0.5	999	.0
222.125136052244	0.5	9	b2
225.127345710878	0.5	3	d1
228.12940665418	0.5	10	c2
231.131368724071	0.5	12	l2
234.131517844624	0.5	999	.0
237.133767619931	0.5	1	b1
240.135949318463	0.5	4	l1
243.138034574897	0.5	16	z2
246.140087819038	0.5	6	n1
249.140272598856	0.5	999	.0
252.142437278193	0.5	8	z1
255.144343833095	0.5	8	z1
258.146632509415	0.5	14	n2
261.148695073591	0.5	200	e1
264.150966730718	0.5	11	d2
267.153041046242	0.5	13	m2
270.154952058552	0.5	4	l1
273.155047284992	0.5	999	.0
276.157108228294	0.5	3	d1
279.159175249877	0.5	5	m1
282.161163253777	0.5	15	v2
285.161284819445	0.5	999	.0
288.163434100466	0.5	2	c1
291.165463031475	0.5	9	b2
294.165571224919	0.5	999	.0
297.167607044648	0.5	16	z2
300.169755920449	0.5	10	c2
303.169950830739	0.5	999	.0
306.171858601298	0.5	1	b1
309.173917113285	0.5	6	n1
312.174137147145	0.5	999	.0
315.176300205607	0.5	12	l2
318.17836074369	0.5	7	v1
321.180681837521	0.5	200	e1
