onset	duration	trial_type	value
3.00196411906654	0.5	3	d1
6.0038946045679	0.5	6	n1
9.00603904816126	0.5	4	l1
12.0062736726595	0.5	999	.0
15.0081851126506	0.5	1	b1
18.0101666563332	0.5	14	n2
21.0125278945834	0.5	7	v1
24.0145787315123	0.5	11	d2
27.0148198395873	0.5	999	.0
30.0168285332566	0.5	15	v2
33.0187375419046	0.5	2	c1
36.0210302973574	0.5	12	l2
39.0210890547878	0.5	999	.0
42.0231735252801	0.5	16	z2
45.0254865419138	0.5	8	z1
48.0256814544937	0.5	999	.0
51.0278011794435	0.5	10	c2
54.0298572842803	0.5	5	m1
57.0320738576847	0.5	9	b2
60.0342924572069	0.5	300	o2
63.0365961536972	0.5	13	m2
66.03880016517	0.5	2	c1
69.0389103860034	0.5	999	.0
72.0408279043495	0.5	10	c2
75.0430931045921	0.5	11	d2
78.0450223744247	0.5	16	z2
81.045150019876	0.5	999	.0
84.0472036933697	0.5	5	m1
87.0493963585795	0.5	6	n1
90.0495426443194	0.5	999	.0
93.0514613783362	0.5	3	d1
96.0534761503586	0.5	13	m2
99.0556878610787	0.5	15	v2
102.057761795757	0.5	14	n2
105.058013439648	0.5	999	.0
108.060093047456	0.5	1	b1
111.06221885076	0.5	8	z1
114.064187022064	0.5	4	l1
117.066482614082	0.5	7	v1
120.068722285234	0.5	100	e1
123.070684783406	0.5	9	b2
126.072863265787	0.5	12	l2
129.074937605687	0.5	3	d1
132.075137380951	0.5	999	.0
135.077311000647	0.5	14	n2
138.079621991164	0.5	10	c2
141.081930955563	0.5	16	z2
144.084060405879	0.5	6	n1
147.084199802817	0.5	999	.0
150.086257123325	0.5	11	d2
153.088259333415	0.5	7	v1
156.088445736297	0.5	999	.0
159.090693917147	0.5	9	b2
162.092590769085	0.5	13	m2
165.094681723156	0.5	8	z1
168.094798022346	0.5	999	.0
171.096999602476	0.5	4	l1
174.099051655076	0.5	5	m1
177.099258724364	0.5	999	.0
180.101568093985	0.5	1	b1
183.103608800324	0.5	2	c1
186.105649911884	0.5	15	v2
189.107987241938	0.5	200	e1
192.110069686312	0.5	12	l2
195.11206055014	0.5	10	c2
198.114279960109	0.5	16	z2
201.114336286199	0.5	999	.0
204.116298784369	0.5	6	n1
207.118261687765	0.5	7	v1
210.118401489926	0.5	999	.0
213.12047056192	0.5	8	z1
216.12281964346	0.5	13	m2
219.124948688554	0.5	12	l2
222.126884847188	0.5	15	v2
225.126919291199	0.5	999	.0
228.129111956408	0.5	3	d1
231.1313471701	0.5	5	m1
234.133378961516	0.5	11	d2
237.135340244018	0.5	2	c1
240.135499496915	0.5	999	.0
243.137596934564	0.5	4	l1
246.13953106708	0.5	9	b2
249.141533277168	0.5	400	o2
252.143427292543	0.5	14	n2
255.145514194377	0.5	1	b1
258.145717616653	0.5	999	.0
261.147626625301	0.5	8	z1
264.149784036052	0.5	14	n2
267.150044189641	0.5	999	.0
270.15223037127	0.5	2	c1
273.154321730564	0.5	13	m2
276.156552486796	0.5	3	d1
279.158594408806	0.5	11	d2
282.158844837026	0.5	999	.0
285.161016430604	0.5	4	l1
288.162942053423	0.5	5	m1
291.164810134482	0.5	7	v1
294.166904330341	0.5	1	b1
297.167127608576	0.5	999	.0
300.169460075947	0.5	9	b2
303.171760530648	0.5	15	v2
306.173789890723	0.5	12	l2
309.175902726871	0.5	100	e1
312.177853068333	0.5	10	c2
315.179919708984	0.5	6	n1
318.181893148194	0.5	16	z2
321.181995264556	0.5	999	.0
