onset	duration	trial_type
4.01514251210392	14.4	Nonsense_Left
18.4096897415293	14.4	Nonsense_Right
32.8042256246918	14.4	Letters_Left
47.2154341846617	14.4	Letters_Right
61.5112482332197	14.4	Null
76.0045154443669	14.4	Letters_Right
90.4157226340076	14.4	Letters_Left
104.810256896275	14.4	Nonsense_Right
119.204803219346	14.4	Nonsense_Left
133.516648243674	14.4	Null
148.010557483753	14.4	Letters_Left
162.405094833151	14.4	Nonsense_Left
176.816299823438	14.4	Letters_Right
191.210846724968	14.4	Nonsense_Right
205.506094193524	14.4	Null
220.016597110375	14.4	Nonsense_Right
234.411131354065	14.4	Nonsense_Left
248.805668954029	14.4	Letters_Right
263.200156600485	14.4	Letters_Left
277.513581105814	14.4	Null
292.005971722284	14.4	Nonsense_Right
306.400454564807	14.4	Letters_Left
320.81172152923	14.4	Letters_Right
335.206254343841	14.4	Nonsense_Left
349.501514355752	14.4	Null
364.012004614762	14.4	Letters_Left
378.406555491199	14.4	Letters_Right
392.801061032284	14.4	Nonsense_Left
407.212302538909	14.4	Nonsense_Right
421.507400229371	14.4	Null
