filename	acq_time	operator	randstr
func/sub-03_ses-02_task-letters_run-01_bold.nii.gz	2020-08-17T09:32:52.807500	n/a	9c4e243a
func/sub-03_ses-02_task-letters_run-02_bold.nii.gz	2020-08-17T09:39:28.400000	n/a	dd5a6b01
func/sub-03_ses-02_task-letters_run-03_bold.nii.gz	2020-08-17T09:45:51.775000	n/a	eaa4f777
func/sub-03_ses-02_task-letters_run-04_bold.nii.gz	2020-08-17T09:52:10.162500	n/a	f3c5719f
func/sub-03_ses-02_task-letters_run-05_bold.nii.gz	2020-08-17T09:58:20.402500	n/a	8b8e564b
func/sub-03_ses-02_task-letters_run-06_bold.nii.gz	2020-08-17T10:04:42.490000	n/a	85d9a8c7
func/sub-03_ses-02_task-letters_run-07_bold.nii.gz	2020-08-17T10:11:00.170000	n/a	a2c931ec
func/sub-03_ses-02_task-letters_run-08_bold.nii.gz	2020-08-17T10:17:23.300000	n/a	af921f84
func/sub-03_ses-02_task-letters_run-09_bold.nii.gz	2020-08-17T10:23:46.972500	n/a	5a577daa
func/sub-03_ses-02_task-letters_run-010_bold.nii.gz	2020-08-17T10:30:02.392500	n/a	c957e6e3
func/sub-03_ses-02_task-letters_run-011_bold.nii.gz	2020-08-17T10:36:39.085000	n/a	5b471a3c
func/sub-03_ses-02_task-letters_run-012_bold.nii.gz	2020-08-17T10:42:51.245000	n/a	403c54ea
func/sub-03_ses-02_task-letters_run-013_bold.nii.gz	2020-08-17T10:49:04.080000	n/a	582e3ff5
func/sub-03_ses-02_task-letters_run-014_bold.nii.gz	2020-08-17T10:55:14.837500	n/a	556c9627
func/sub-03_ses-02_task-letters_run-015_bold.nii.gz	2020-08-17T11:01:28.955000	n/a	aaa7b169
