onset	duration	trial_type
4.01163719091346	14.4	Letters_Left
18.4017887172486	14.4	Letters_Right
32.8080507605591	14.4	Nonsense_Left
47.2145165142938	14.4	Nonsense_Right
61.5094036243645	14.4	Null
76.0107931199564	14.4	Nonsense_Left
90.4172690041632	14.4	Nonsense_Right
104.807117541444	14.4	Letters_Right
119.213562223798	14.4	Letters_Left
133.507899451823	14.4	Null
148.009858685182	14.4	Nonsense_Left
162.41619598453	14.4	Nonsense_Right
176.806033175679	14.4	Letters_Left
191.212404918631	14.4	Letters_Right
205.506812249529	14.4	Null
220.008703406111	14.4	Letters_Right
234.415274111543	14.4	Nonsense_Right
248.804917202844	14.4	Nonsense_Left
263.211439687224	14.4	Letters_Left
277.505876193882	14.4	Null
292.007649026546	14.4	Letters_Right
306.414087225399	14.4	Nonsense_Left
320.803879437251	14.4	Letters_Left
335.210270225492	14.4	Nonsense_Right
349.504726182655	14.4	Null
364.006512792766	14.4	Nonsense_Right
378.412977330845	14.4	Letters_Right
392.802760222665	14.4	Nonsense_Left
407.209249073876	14.4	Letters_Left
421.503557936579	14.4	Null
