filename	acq_time	operator	randstr
anat/sub-17_ses-01_acq-defaced_T1w.nii.gz	2020-11-30T10:07:55.650000	n/a	66787cc4
func/sub-17_ses-01_task-localizer_run-01_bold.nii.gz	2020-11-30T10:16:38.475000	n/a	a7387dbe
func/sub-17_ses-01_task-letters_run-01_bold.nii.gz	2020-11-30T10:26:37.307500	n/a	1e1900dd
func/sub-17_ses-01_task-letters_run-02_bold.nii.gz	2020-11-30T10:33:57.875000	n/a	e0aa46b6
func/sub-17_ses-01_task-letters_run-03_bold.nii.gz	2020-11-30T10:40:45.145000	n/a	8aac2f72
func/sub-17_ses-01_task-letters_run-04_bold.nii.gz	2020-11-30T10:47:31.422500	n/a	2d374458
func/sub-17_ses-01_task-letters_run-05_bold.nii.gz	2020-11-30T10:54:40.452500	n/a	7c4cd475
func/sub-17_ses-01_task-letters_run-06_bold.nii.gz	2020-11-30T11:04:18.232500	n/a	fe9d02c2
func/sub-17_ses-01_task-letters_run-07_bold.nii.gz	2020-11-30T11:10:38.455000	n/a	d575a0c9
func/sub-17_ses-01_task-letters_run-08_bold.nii.gz	2020-11-30T11:16:50.722500	n/a	cfc4da26
func/sub-17_ses-01_task-letters_run-09_bold.nii.gz	2020-11-30T11:23:06.135000	n/a	7b286207
func/sub-17_ses-01_task-letters_run-010_bold.nii.gz	2020-11-30T11:29:23.647500	n/a	33de2512
