onset	duration	trial_type	value
3.00455182385031	0.5	6	n1
6.00649160670127	0.5	13	m2
9.0067310910681	0.5	999	.0
12.0088597059248	0.5	5	m1
15.0108392002276	0.5	1	b1
18.0128336876296	0.5	7	v1
21.0148002149281	0.5	16	z2
24.0149825634307	0.5	999	.0
27.0170345919169	0.5	4	l1
30.0191648276486	0.5	11	d2
33.0192742367499	0.5	999	.0
36.021223339636	0.5	3	d1
39.0233422292395	0.5	9	b2
42.0255721488193	0.5	10	c2
45.0275783875695	0.5	2	c1
48.0276642939752	0.5	999	.0
51.0298309994077	0.5	14	n2
54.0317444430311	0.5	15	v2
57.0319280071908	0.5	999	.0
60.0339853035211	0.5	12	l2
63.036019502375	0.5	8	z1
66.0382996690987	0.5	300	o2
69.0403273844504	0.5	10	c2
72.0424166930734	0.5	13	m2
75.044440761455	0.5	6	n1
78.0447017224233	0.5	999	.0
81.0466159764846	0.5	1	b1
84.0486671945318	0.5	11	d2
87.0506612767149	0.5	14	n2
90.0508375469344	0.5	999	.0
93.0529446851897	0.5	5	m1
96.0551215210944	0.5	2	c1
99.0572545933592	0.5	15	v2
102.057518796079	0.5	999	.0
105.059630796961	0.5	3	d1
108.061504934351	0.5	9	b2
111.063579655094	0.5	16	z2
114.06544811942	0.5	7	v1
117.065499177001	0.5	999	.0
120.067777317629	0.5	12	l2
123.069859737532	0.5	8	z1
126.072026442965	0.5	4	l1
129.073989323293	0.5	13	m2
132.076218027217	0.5	100	e1
135.078057721001	0.5	10	c2
138.080124337366	0.5	8	z1
141.082641962362	0.5	16	z2
144.084691964753	0.5	4	l1
147.084731270986	0.5	999	.0
150.086830304863	0.5	3	d1
153.089024159961	0.5	15	v2
156.091120762525	0.5	6	n1
159.091266236108	0.5	999	.0
162.093125380399	0.5	7	v1
165.095221982963	0.5	9	b2
168.097238757405	0.5	5	m1
171.097444203385	0.5	999	.0
174.099746657147	0.5	11	d2
177.101625251945	0.5	1	b1
180.103513977216	0.5	2	c1
183.103654993392	0.5	999	.0
186.105638539883	0.5	14	n2
189.107540637377	0.5	12	l2
192.109546470909	0.5	10	c2
195.111824206318	0.5	200	e1
198.113681729734	0.5	11	d2
201.115681484982	0.5	1	b1
204.115763339199	0.5	999	.0
207.117865209608	0.5	4	l1
210.120048123797	0.5	9	b2
213.120179819937	0.5	999	.0
216.122328695738	0.5	15	v2
219.124439075745	0.5	2	c1
222.126459091937	0.5	7	v1
225.126600108113	0.5	999	.0
228.128688606298	0.5	8	z1
231.130660401443	0.5	5	m1
234.13090312756	0.5	999	.0
237.132843720849	0.5	3	d1
240.135005563656	0.5	16	z2
243.135234107112	0.5	999	.0
246.137198608317	0.5	6	n1
249.139389626883	0.5	13	m2
252.141425446613	0.5	14	n2
255.143323491918	0.5	12	l2
258.145437113674	0.5	400	o2
261.147576669441	0.5	9	b2
264.149648148434	0.5	11	d2
267.149772550634	0.5	999	.0
270.151934393441	0.5	1	b1
273.153951167882	0.5	14	n2
276.156106527185	0.5	6	n1
279.158116412906	0.5	13	m2
282.158263912583	0.5	999	.0
285.160332149824	0.5	7	v1
288.162220469876	0.5	5	m1
291.164183350204	0.5	12	l2
294.166230110844	0.5	15	v2
297.166303860683	0.5	999	.0
300.168175971979	0.5	10	c2
303.170406296777	0.5	8	z1
306.172425502533	0.5	4	l1
309.174343808782	0.5	2	c1
312.174445113506	0.5	999	.0
315.176431091311	0.5	3	d1
318.178466505822	0.5	16	z2
321.180334564929	0.5	200	e1
