onset	duration	trial_type
4.0121288204964	14.4	Nonsense_Right
18.4019903247818	14.4	Letters_Left
32.8084812020888	14.4	Nonsense_Left
47.2149664063318	14.4	Letters_Right
61.5097635578049	14.4	Null
76.011259220747	14.4	Letters_Left
90.401053863915	14.4	Nonsense_Right
104.807440194748	14.4	Nonsense_Left
119.213961868691	14.4	Letters_Right
133.508498464415	14.4	Null
148.010276564926	14.4	Letters_Right
162.416719626403	14.4	Nonsense_Left
176.806494413846	14.4	Letters_Left
191.212860888952	14.4	Nonsense_Right
205.507410451681	14.4	Null
220.00911601801	14.4	Nonsense_Right
234.415620267541	14.4	Nonsense_Left
248.805401538486	14.4	Letters_Left
263.211804888511	14.4	Letters_Right
277.50620006284	14.4	Null
292.008027600058	14.4	Letters_Left
306.41459749505	14.4	Letters_Right
320.804274219519	14.4	Nonsense_Left
335.210723764499	14.4	Nonsense_Right
349.505048835959	14.4	Null
364.00697403093	14.4	Nonsense_Left
378.413436137695	14.4	Nonsense_Right
392.803225918237	14.4	Letters_Left
407.209642640487	14.4	Letters_Right
421.504092519367	14.4	Null
