filename	acq_time	operator	randstr
func/sub-04_ses-02_task-letters_run-01_bold.nii.gz	2020-10-04T15:41:18.810000	n/a	c694e55b
func/sub-04_ses-02_task-letters_run-02_bold.nii.gz	2020-10-04T15:47:45.705000	n/a	cc34d0b3
func/sub-04_ses-02_task-letters_run-03_bold.nii.gz	2020-10-04T15:54:05.042500	n/a	91d602dd
func/sub-04_ses-02_task-letters_run-04_bold.nii.gz	2020-10-04T16:00:47.667500	n/a	3c118378
func/sub-04_ses-02_task-letters_run-05_bold.nii.gz	2020-10-04T16:08:43.687500	n/a	54f821de
func/sub-04_ses-02_task-letters_run-06_bold.nii.gz	2020-10-04T16:15:03.420000	n/a	f08c4f7b
func/sub-04_ses-02_task-letters_run-07_bold.nii.gz	2020-10-04T16:21:18.187500	n/a	5fd5b011
func/sub-04_ses-02_task-letters_run-08_bold.nii.gz	2020-10-04T16:27:41.540000	n/a	d9da6a9c
func/sub-04_ses-02_task-letters_run-09_bold.nii.gz	2020-10-04T16:34:05.035000	n/a	65ead901
func/sub-04_ses-02_task-letters_run-010_bold.nii.gz	2020-10-04T16:40:20.287500	n/a	4b51d381
func/sub-04_ses-02_task-letters_run-011_bold.nii.gz	2020-10-04T16:46:42.467500	n/a	6bd08c75
func/sub-04_ses-02_task-letters_run-012_bold.nii.gz	2020-10-04T16:52:57.645000	n/a	586f8718
func/sub-04_ses-02_task-letters_run-013_bold.nii.gz	2020-10-04T16:59:12.447500	n/a	94b781ea
func/sub-04_ses-02_task-letters_run-014_bold.nii.gz	2020-10-04T17:05:27.570000	n/a	3368239e
func/sub-04_ses-02_task-letters_run-015_bold.nii.gz	2020-10-04T17:11:43.515000	n/a	d8c15228
