filename	acq_time	operator	randstr
anat/sub-13_ses-01_acq-defaced_T1w.nii.gz	2020-10-05T10:52:42.047500	n/a	b355c86f
func/sub-13_ses-01_task-localizer_run-01_bold.nii.gz	2020-10-05T11:00:52.560000	n/a	27565974
func/sub-13_ses-01_task-letters_run-01_bold.nii.gz	2020-10-05T11:10:04.590000	n/a	e307008c
func/sub-13_ses-01_task-letters_run-02_bold.nii.gz	2020-10-05T11:17:48.885000	n/a	073dfeac
func/sub-13_ses-01_task-letters_run-03_bold.nii.gz	2020-10-05T11:25:46.797500	n/a	4e4a0499
func/sub-13_ses-01_task-letters_run-04_bold.nii.gz	2020-10-05T11:33:12.095000	n/a	2ad95a3f
func/sub-13_ses-01_task-letters_run-05_bold.nii.gz	2020-10-05T11:40:51.815000	n/a	e12ac5ed
func/sub-13_ses-01_task-letters_run-06_bold.nii.gz	2020-10-05T11:48:16.910000	n/a	c17e23b2
func/sub-13_ses-01_task-letters_run-07_bold.nii.gz	2020-10-05T11:55:57.837500	n/a	aae1da18
func/sub-13_ses-01_task-letters_run-08_bold.nii.gz	2020-10-05T12:05:04.965000	n/a	e96d83c6
func/sub-13_ses-01_task-letters_run-09_bold.nii.gz	2020-10-05T12:13:27.260000	n/a	ebd1067d
func/sub-13_ses-01_task-letters_run-010_bold.nii.gz	2020-10-05T12:21:09.652500	n/a	22cef825
