onset	duration	trial_type	value
3.00249171017094	0.5	14	n2
6.00463614507498	0.5	4	l1
9.00671655490078	0.5	6	n1
12.0068709444877	0.5	999	.0
15.0089934974021	0.5	3	d1
18.0109588241758	0.5	16	z2
21.0130120841259	0.5	2	c1
24.0132037541389	0.5	999	.0
27.0151743487986	0.5	5	m1
30.0173228359217	0.5	7	v1
33.0174144160974	0.5	999	.0
36.0193157177928	0.5	15	v2
39.0215379553229	0.5	9	b2
42.0237095401026	0.5	13	m2
45.0239567255321	0.5	999	.0
48.0259860773822	0.5	8	z1
51.0279295221662	0.5	10	c2
54.0300151998781	0.5	11	d2
57.0320153757457	0.5	12	l2
60.0342611161523	0.5	200	e1
63.0363540878607	0.5	1	b1
66.0383915441525	0.5	12	l2
69.0404172490053	0.5	10	c2
72.0405388156105	0.5	999	.0
75.042866410864	0.5	9	b2
78.0451121512724	0.5	3	d1
81.0471232681321	0.5	7	v1
84.0493487474396	0.5	8	z1
87.0495886388726	0.5	999	.0
90.0517731907548	0.5	13	m2
93.0539285666528	0.5	1	b1
96.0560037085925	0.5	16	z2
99.0562573775733	0.5	999	.0
102.05813477117	0.5	11	d2
105.060213965329	0.5	2	c1
108.060384563798	0.5	999	.0
111.062227918745	0.5	4	l1
114.064369111871	0.5	6	n1
117.066517598996	0.5	5	m1
120.068480089214	0.5	14	n2
123.070949106952	0.5	400	o2
126.07287310108	0.5	15	v2
129.075089260279	0.5	9	b2
132.077106050248	0.5	13	m2
135.079039364482	0.5	5	m1
138.079145937872	0.5	999	.0
141.081167995728	0.5	8	z1
144.083202210244	0.5	11	d2
147.083536113185	0.5	999	.0
150.085527374165	0.5	4	l1
153.087513772483	0.5	14	n2
156.087568072235	0.5	999	.0
159.089637946287	0.5	12	l2
162.091727676219	0.5	6	n1
165.094551263219	0.5	1	b1
168.094603942081	0.5	999	.0
171.096604523171	0.5	7	v1
174.098806904822	0.5	15	v2
177.098948327304	0.5	999	.0
180.101173806612	0.5	10	c2
183.10324287022	0.5	3	d1
186.105347998589	0.5	16	z2
189.107498511823	0.5	300	o2
192.109516112236	0.5	2	c1
195.11144537425	0.5	5	m1
198.113482425319	0.5	9	b2
201.113728800305	0.5	999	.0
204.115694127078	0.5	6	n1
207.117570710228	0.5	4	l1
210.117642029303	0.5	999	.0
213.119758098666	0.5	12	l2
216.121724641105	0.5	14	n2
219.12372035953	0.5	15	v2
222.127566726896	0.5	13	m2
225.127610896096	0.5	999	.0
228.129652404608	0.5	1	b1
231.131926510558	0.5	3	d1
234.134262615475	0.5	16	z2
237.136460539683	0.5	8	z1
240.136706104224	0.5	999	.0
243.138793808046	0.5	2	c1
246.140947157834	0.5	10	c2
249.142799832887	0.5	100	e1
252.145161466791	0.5	11	d2
255.147435572739	0.5	7	v1
258.149549615991	0.5	9	b2
261.151667306243	0.5	11	d2
264.15181156528	0.5	999	.0
267.15374406907	0.5	15	v2
270.155680219857	0.5	5	m1
273.157768328902	0.5	3	d1
276.159941129346	0.5	12	l2
279.160018121529	0.5	999	.0
282.162339638453	0.5	7	v1
285.16450473968	0.5	10	c2
288.164582137086	0.5	999	.0
291.16672089888	0.5	13	m2
294.168842641351	0.5	6	n1
297.169012429376	0.5	999	.0
300.171113100301	0.5	14	n2
303.173394095025	0.5	2	c1
306.175233397751	0.5	16	z2
309.177272880153	0.5	4	l1
312.179589939635	0.5	300	o2
315.18179718395	0.5	1	b1
318.183786824045	0.5	8	z1
321.183903527985	0.5	999	.0
