onset	duration	trial_type
4.01206983932389	14.4	Nonsense_Right
18.4019062200387	14.4	Letters_Right
32.8083452293267	14.4	Letters_Left
47.2148531258281	14.4	Nonsense_Left
61.5097673855616	14.4	Null
76.0112885772942	14.4	Nonsense_Left
90.4175359180445	14.4	Nonsense_Right
104.807558979857	14.4	Letters_Left
119.213904508393	14.4	Letters_Right
133.508272127838	14.4	Null
148.0102766209	14.4	Letters_Left
162.416625391188	14.4	Nonsense_Left
176.806406662132	14.4	Letters_Right
191.212753686732	14.4	Nonsense_Right
205.507091725196	14.4	Null
220.00924957805	14.4	Letters_Right
234.415532921046	14.4	Nonsense_Right
248.805265565723	14.4	Nonsense_Left
263.211768194378	14.4	Letters_Left
277.50600857509	14.4	Null
292.008213371098	14.4	Nonsense_Left
306.414463548381	14.4	Nonsense_Right
320.804485519349	14.4	Letters_Right
335.210721108753	14.4	Letters_Left
349.505306330744	14.4	Null
364.006961244711	14.4	Nonsense_Right
378.413467115119	14.4	Nonsense_Left
392.803287287077	14.4	Letters_Left
407.209683748382	14.4	Letters_Right
421.50399828415	14.4	Null
