onset	duration	trial_type	value
3.00229353894611	0.5	9	b2
6.00442580077288	0.5	10	c2
9.00670758837259	0.5	14	n2
12.0087774464882	0.5	5	m1
15.0088430919495	0.5	999	.0
18.0107998939948	0.5	3	d1
21.0126509339079	0.5	1	b1
24.0148532986041	0.5	13	m2
27.0170475589202	0.5	7	v1
30.0172173456376	0.5	999	.0
33.0194448339043	0.5	8	z1
36.0214178447059	0.5	15	v2
39.0216666491069	0.5	999	.0
42.0236477642866	0.5	2	c1
45.0255640444411	0.5	6	n1
48.0276156677082	0.5	4	l1
51.0299071805603	0.5	16	z2
54.0299793095237	0.5	999	.0
57.0324681639777	0.5	11	d2
60.0345270811849	0.5	12	l2
63.0365969393006	0.5	100	e1
66.0385476630618	0.5	4	l1
69.0405283730215	0.5	7	v1
72.0431335252997	0.5	2	c1
75.0439966415452	0.5	999	.0
78.0460077429234	0.5	8	z1
81.0480285695539	0.5	6	n1
84.0499659210909	0.5	1	b1
87.0501936541095	0.5	999	.0
90.0520434783666	0.5	3	d1
93.0541972167939	0.5	14	n2
96.0543179720262	0.5	999	.0
99.0562658592553	0.5	13	m2
102.058435806439	0.5	5	m1
105.060521468093	0.5	12	l2
108.060643438979	0.5	999	.0
111.0627777269	0.5	15	v2
114.06527954836	0.5	16	z2
117.065346004258	0.5	999	.0
120.067334818596	0.5	9	b2
123.06993389259	0.5	11	d2
126.071908119047	0.5	10	c2
129.074135202096	0.5	3	d1
132.076182773173	0.5	300	o2
135.078206031116	0.5	1	b1
138.080473230835	0.5	4	l1
141.082440568571	0.5	16	z2
144.084568372989	0.5	13	m2
147.084655495051	0.5	999	.0
150.086530442881	0.5	10	c2
153.088583687022	0.5	14	n2
156.091822196433	0.5	11	d2
159.091964023046	0.5	999	.0
162.094026587223	0.5	9	b2
165.095927469059	0.5	15	v2
168.09794464872	0.5	12	l2
171.100026663404	0.5	8	z1
174.100138909038	0.5	999	.0
177.102127723376	0.5	2	c1
180.104104381146	0.5	7	v1
183.104296860121	0.5	999	.0
186.106208682868	0.5	6	n1
189.10813752481	0.5	5	m1
192.11002625008	0.5	200	e1
195.112036541019	0.5	1	b1
198.114017656198	0.5	5	m1
201.11597526868	0.5	8	z1
204.116159643278	0.5	999	.0
207.118187763848	0.5	14	n2
210.1201640164	0.5	11	d2
213.122113119287	0.5	16	z2
216.124247001988	0.5	2	c1
219.124464199316	0.5	999	.0
222.126643871754	0.5	9	b2
225.12871372987	0.5	15	v2
228.130807495902	0.5	3	d1
231.133172758593	0.5	6	n1
234.133462490103	0.5	999	.0
237.135439147873	0.5	13	m2
240.1374834772	0.5	4	l1
243.137555200945	0.5	999	.0
246.139430959211	0.5	12	l2
249.141387761256	0.5	10	c2
252.143271623898	0.5	400	o2
255.145341887233	0.5	7	v1
258.147409719257	0.5	3	d1
261.149883580612	0.5	6	n1
264.149951657386	0.5	999	.0
267.152341233212	0.5	2	c1
270.154594655487	0.5	9	b2
273.154768089174	0.5	999	.0
276.15663290653	0.5	1	b1
279.158721404716	0.5	12	l2
282.160618234364	0.5	7	v1
285.162880976675	0.5	16	z2
288.163149636803	0.5	999	.0
291.165077263087	0.5	5	m1
294.167059593923	0.5	14	n2
297.169031389067	0.5	10	c2
300.169237240265	0.5	999	.0
303.171576974166	0.5	8	z1
306.173591317294	0.5	13	m2
309.175809485527	0.5	4	l1
312.178054803424	0.5	300	o2
315.179988913211	0.5	11	d2
318.182268674716	0.5	15	v2
321.182497218173	0.5	999	.0
