filename	acq_time	operator	randstr
func/sub-12_ses-02_task-letters_run-01_bold.nii.gz	2020-10-03T10:48:30.847500	n/a	bea08da8
func/sub-12_ses-02_task-letters_run-02_bold.nii.gz	2020-10-03T10:54:49.110000	n/a	01c0ca77
func/sub-12_ses-02_task-letters_run-03_bold.nii.gz	2020-10-03T11:01:06.635000	n/a	67946a4d
func/sub-12_ses-02_task-letters_run-04_bold.nii.gz	2020-10-03T11:07:29.645000	n/a	c953dbda
func/sub-12_ses-02_task-letters_run-05_bold.nii.gz	2020-10-03T11:13:48.917500	n/a	973cd450
func/sub-12_ses-02_task-letters_run-06_bold.nii.gz	2020-10-03T11:20:13.907500	n/a	e02fa04a
func/sub-12_ses-02_task-letters_run-07_bold.nii.gz	2020-10-03T11:26:42.482500	n/a	fc6a60ef
func/sub-12_ses-02_task-letters_run-08_bold.nii.gz	2020-10-03T11:36:45.205000	n/a	8201f13a
func/sub-12_ses-02_task-letters_run-09_bold.nii.gz	2020-10-03T11:43:04.735000	n/a	285c3874
func/sub-12_ses-02_task-letters_run-010_bold.nii.gz	2020-10-03T11:49:26.810000	n/a	b1883730
func/sub-12_ses-02_task-letters_run-011_bold.nii.gz	2020-10-03T11:59:34.525000	n/a	79e9d43a
func/sub-12_ses-02_task-letters_run-012_bold.nii.gz	2020-10-03T12:05:49.415000	n/a	72e6f390
func/sub-12_ses-02_task-letters_run-013_bold.nii.gz	2020-10-03T12:12:22.820000	n/a	f8179385
func/sub-12_ses-02_task-letters_run-014_bold.nii.gz	2020-10-03T12:18:52.567500	n/a	648330b2
func/sub-12_ses-02_task-letters_run-015_bold.nii.gz	2020-10-03T12:25:11.357500	n/a	4fe9dfc9
