onset	duration	trial_type
4.01513672152214	14.4	Letters_Right
18.4096241736115	14.4	Nonsense_Left
32.8041077280104	14.4	Nonsense_Right
47.2152462351842	14.4	Letters_Left
61.510908002896	14.4	Null
76.0042221043368	14.4	Nonsense_Right
90.4153620400793	14.4	Letters_Right
104.809846404922	14.4	Nonsense_Left
119.204339106003	14.4	Letters_Left
133.516067694814	14.4	Null
148.009969850664	14.4	Letters_Right
162.404450144393	14.4	Nonsense_Right
176.815593746029	14.4	Letters_Left
191.210086871226	14.4	Nonsense_Left
205.505246646124	14.4	Null
220.015717674258	14.4	Nonsense_Right
234.410195304856	14.4	Letters_Right
248.804681695812	14.4	Letters_Left
263.215831858262	14.4	Nonsense_Left
277.510845193483	14.4	Null
292.00479856184	14.4	Letters_Left
306.415952371288	14.4	Letters_Right
320.810438666082	14.4	Nonsense_Left
335.204923686837	14.4	Nonsense_Right
349.516694978494	14.4	Null
364.010544841811	14.4	Nonsense_Left
378.405038121535	14.4	Letters_Right
392.816177516419	14.4	Nonsense_Right
407.210661398778	14.4	Letters_Left
421.505705357446	14.4	Null
