filename	acq_time	operator	randstr
anat/sub-03_ses-01_acq-defaced_T1w.nii.gz	2020-08-01T14:40:36.502500	n/a	2504161e
func/sub-03_ses-01_task-localizer_run-01_bold.nii.gz	2020-08-01T14:51:26.832500	n/a	9c497f78
func/sub-03_ses-01_task-letters_run-01_bold.nii.gz	2020-08-01T15:01:49.935000	n/a	e024a6d3
func/sub-03_ses-01_task-letters_run-02_bold.nii.gz	2020-08-01T15:09:16.225000	n/a	3465f125
func/sub-03_ses-01_task-letters_run-03_bold.nii.gz	2020-08-01T15:16:33.282500	n/a	90289a48
func/sub-03_ses-01_task-letters_run-04_bold.nii.gz	2020-08-01T15:23:06.522500	n/a	9a6ce77f
func/sub-03_ses-01_task-letters_run-05_bold.nii.gz	2020-08-01T15:29:51.327500	n/a	32e83cde
func/sub-03_ses-01_task-letters_run-06_bold.nii.gz	2020-08-01T15:37:51.592500	n/a	007d1085
func/sub-03_ses-01_task-letters_run-07_bold.nii.gz	2020-08-01T15:45:46.835000	n/a	37a10acd
func/sub-03_ses-01_task-letters_run-08_bold.nii.gz	2020-08-01T15:53:18.232500	n/a	06c7af1f
func/sub-03_ses-01_task-letters_run-09_bold.nii.gz	2020-08-01T16:00:37.912500	n/a	8d7b6d77
func/sub-03_ses-01_task-letters_run-010_bold.nii.gz	2020-08-01T16:07:29.605000	n/a	f502f825
