filename	acq_time	operator	randstr
anat/sub-12_ses-01_acq-defaced_T1w.nii.gz	2020-10-02T18:11:46.402500	n/a	31124ad4
func/sub-12_ses-01_task-localizer_run-01_bold.nii.gz	2020-10-02T18:20:45.105000	n/a	90144b6b
func/sub-12_ses-01_task-letters_run-01_bold.nii.gz	2020-10-02T18:30:27.937500	n/a	680f5923
func/sub-12_ses-01_task-letters_run-02_bold.nii.gz	2020-10-02T18:36:58.130000	n/a	9ca6cbdb
func/sub-12_ses-01_task-letters_run-03_bold.nii.gz	2020-10-02T18:43:38.300000	n/a	d06e690e
func/sub-12_ses-01_task-letters_run-04_bold.nii.gz	2020-10-02T18:49:57.470000	n/a	474daa06
func/sub-12_ses-01_task-letters_run-05_bold.nii.gz	2020-10-02T18:56:34.365000	n/a	98473a21
func/sub-12_ses-01_task-letters_run-06_bold.nii.gz	2020-10-02T19:08:36.030000	n/a	76abc18e
func/sub-12_ses-01_task-letters_run-07_bold.nii.gz	2020-10-02T19:14:56.980000	n/a	0aa80271
func/sub-12_ses-01_task-letters_run-08_bold.nii.gz	2020-10-02T19:21:18.127500	n/a	750c7b7e
func/sub-12_ses-01_task-letters_run-09_bold.nii.gz	2020-10-02T19:27:35.587500	n/a	f5dcd445
func/sub-12_ses-01_task-letters_run-010_bold.nii.gz	2020-10-02T19:33:52.312500	n/a	732d6472
