filename	acq_time	operator	randstr
anat/sub-07_ses-01_acq-defaced_T1w.nii.gz	2020-08-08T15:20:46.697500	n/a	7cbeed28
func/sub-07_ses-01_task-localizer_run-01_bold.nii.gz	2020-08-08T15:30:27.687500	n/a	4a709002
func/sub-07_ses-01_task-letters_run-01_bold.nii.gz	2020-08-08T15:42:05.822500	n/a	dc0d20be
func/sub-07_ses-01_task-letters_run-02_bold.nii.gz	2020-08-08T15:48:47.600000	n/a	cc2004fe
func/sub-07_ses-01_task-letters_run-03_bold.nii.gz	2020-08-08T16:00:19.942500	n/a	89fc0dd1
func/sub-07_ses-01_task-letters_run-04_bold.nii.gz	2020-08-08T16:06:49.467500	n/a	66b674bc
func/sub-07_ses-01_task-letters_run-05_bold.nii.gz	2020-08-08T16:13:54.440000	n/a	c1047906
func/sub-07_ses-01_task-letters_run-06_bold.nii.gz	2020-08-08T16:20:44.117500	n/a	05454bae
func/sub-07_ses-01_task-letters_run-07_bold.nii.gz	2020-08-08T16:30:57.017500	n/a	07fd9d67
func/sub-07_ses-01_task-letters_run-08_bold.nii.gz	2020-08-08T16:37:43.882500	n/a	40207ab5
func/sub-07_ses-01_task-letters_run-09_bold.nii.gz	2020-08-08T16:44:14.950000	n/a	fc366e9a
func/sub-07_ses-01_task-letters_run-010_bold.nii.gz	2020-08-08T16:52:52.967500	n/a	4267b73a
