onset	duration	trial_type	value
3.00223479941451	0.5	13	m2
6.00425523638114	0.5	4	l1
9.00439909019588	0.5	999	.0
12.0068774280408	0.5	5	m1
15.008984177297	0.5	14	n2
18.0091847621934	0.5	999	.0
21.0111926372792	0.5	7	v1
24.0132734523268	0.5	12	l2
27.0159487280689	0.5	3	d1
30.0161039281011	0.5	999	.0
33.0182037885843	0.5	2	c1
36.0201593900274	0.5	10	c2
39.020229493437	0.5	999	.0
42.0225838333445	0.5	11	d2
45.0246435768477	0.5	16	z2
48.02685203683	0.5	6	n1
51.0288712581296	0.5	1	b1
54.0290276738288	0.5	999	.0
57.0310468951284	0.5	15	v2
60.0329563012638	0.5	8	z1
63.0349503988	0.5	200	e1
66.0368906018084	0.5	9	b2
69.038802439276	0.5	9	b2
72.0389207641038	0.5	999	.0
75.0409221556365	0.5	11	d2
78.0429579910397	0.5	14	n2
81.0449030567124	0.5	6	n1
84.0467516795452	0.5	13	m2
87.0470166947434	0.5	999	.0
90.0491469468761	0.5	7	v1
93.051392282061	0.5	1	b1
96.0535569780659	0.5	16	z2
99.0538122679354	0.5	999	.0
102.055736667286	0.5	2	c1
105.057926487054	0.5	10	c2
108.059926257698	0.5	3	d1
111.060002439437	0.5	999	.0
114.061804056517	0.5	4	l1
117.063885276786	0.5	8	z1
120.065999725261	0.5	5	m1
123.068015704785	0.5	400	o2
126.070008181434	0.5	15	v2
129.071898947355	0.5	12	l2
132.073944508087	0.5	9	b2
135.075952383173	0.5	12	l2
138.076059767007	0.5	999	.0
141.078389388371	0.5	15	v2
144.080646069773	0.5	11	d2
147.080798838473	0.5	999	.0
150.082887352739	0.5	4	l1
153.084893606934	0.5	1	b1
156.087091125923	0.5	14	n2
159.087270639275	0.5	999	.0
162.089193417736	0.5	6	n1
165.091270585786	0.5	3	d1
168.091508856331	0.5	999	.0
171.093581566938	0.5	7	v1
174.095622265006	0.5	16	z2
177.097684439841	0.5	13	m2
180.09785544353	0.5	999	.0
183.099823606857	0.5	2	c1
186.101755300204	0.5	10	c2
189.103862859904	0.5	5	m1
192.105902342306	0.5	300	o2
195.108458482777	0.5	8	z1
198.110383287349	0.5	2	c1
201.112232315403	0.5	4	l1
204.114389717412	0.5	9	b2
207.114606916412	0.5	999	.0
210.116601013948	0.5	8	z1
213.11864860079	0.5	7	v1
216.118893760109	0.5	999	.0
219.120918249297	0.5	10	c2
222.123178577696	0.5	13	m2
225.125229001093	0.5	15	v2
228.127252679835	0.5	16	z2
231.127366952443	0.5	999	.0
234.129309181562	0.5	12	l2
237.131401342825	0.5	14	n2
240.131448348578	0.5	999	.0
243.133354512938	0.5	5	m1
246.135435733207	0.5	3	d1
249.137960671584	0.5	1	b1
252.14015819057	0.5	11	d2
255.142303841141	0.5	100	e1
258.144188123511	0.5	6	n1
261.14628919966	0.5	15	v2
264.148485908203	0.5	10	c2
267.150920482069	0.5	4	l1
270.151193196485	0.5	999	.0
273.153329526949	0.5	14	n2
276.155324840151	0.5	8	z1
279.157153607104	0.5	12	l2
282.157584763328	0.5	999	.0
285.159653016493	0.5	7	v1
288.161717217439	0.5	13	m2
291.163762778171	0.5	2	c1
294.163847874794	0.5	999	.0
297.165949761385	0.5	3	d1
300.168213331563	0.5	16	z2
303.170331021813	0.5	1	b1
306.172381039987	0.5	9	b2
309.172599454652	0.5	999	.0
312.175653612981	0.5	6	n1
315.177492105264	0.5	5	m1
318.179340322873	0.5	11	d2
321.181556887295	0.5	300	o2
