filename	acq_time	operator	randstr
anat/sub-16_ses-01_acq-defaced_T1w.nii.gz	2020-11-12T12:37:55.665000	n/a	e536ddd8
func/sub-16_ses-01_task-localizer_run-01_bold.nii.gz	2020-11-12T12:45:41.197500	n/a	e583fa4c
func/sub-16_ses-01_task-letters_run-01_bold.nii.gz	2020-11-12T12:54:48.297500	n/a	b2b03050
func/sub-16_ses-01_task-letters_run-02_bold.nii.gz	2020-11-12T13:01:33.090000	n/a	82d054d4
func/sub-16_ses-01_task-letters_run-03_bold.nii.gz	2020-11-12T13:09:09.960000	n/a	080cc0a8
func/sub-16_ses-01_task-letters_run-04_bold.nii.gz	2020-11-12T13:16:57.242500	n/a	4fc4c608
func/sub-16_ses-01_task-letters_run-05_bold.nii.gz	2020-11-12T13:23:56.042500	n/a	6ee5039d
func/sub-16_ses-01_task-letters_run-06_bold.nii.gz	2020-11-12T13:30:40.927500	n/a	1d2b128e
func/sub-16_ses-01_task-letters_run-07_bold.nii.gz	2020-11-12T13:37:06.185000	n/a	c66964a4
func/sub-16_ses-01_task-letters_run-08_bold.nii.gz	2020-11-12T13:43:40.860000	n/a	f1b0b82a
func/sub-16_ses-01_task-letters_run-09_bold.nii.gz	2020-11-12T13:50:06.542500	n/a	a069dc54
func/sub-16_ses-01_task-letters_run-010_bold.nii.gz	2020-11-12T13:56:29.142500	n/a	8ac38d8e
