onset	duration	trial_type	value
3.00216874031321	0.5	13	m2
6.00436260430433	0.5	1	b1
9.00458142339266	0.5	999	.0
12.0066719561437	0.5	16	z2
15.0090465484936	0.5	2	c1
18.0112533795364	0.5	8	z1
21.0133370235417	0.5	3	d1
24.0135100527114	0.5	999	.0
27.0156577215566	0.5	7	v1
30.0178446967948	0.5	11	d2
33.0199376608725	0.5	15	v2
36.0201070430558	0.5	999	.0
39.0222032488964	0.5	9	b2
42.0242419134192	0.5	12	l2
45.0242933764275	0.5	999	.0
48.0265715262867	0.5	6	n1
51.0288091540933	0.5	10	c2
54.0310804152032	0.5	14	n2
57.0332738739708	0.5	5	m1
60.0354567970062	0.5	300	o2
63.0376231059963	0.5	4	l1
66.0396791950043	0.5	10	c2
69.0418378048053	0.5	12	l2
72.0439032138856	0.5	11	d2
75.0441187912111	0.5	999	.0
78.0463422362991	0.5	3	d1
81.0484643762502	0.5	4	l1
84.0505305957704	0.5	9	b2
87.0506793117056	0.5	999	.0
90.0528727704768	0.5	7	v1
93.0549600614613	0.5	14	n2
96.0569772492963	0.5	5	m1
99.0590596776383	0.5	16	z2
102.059172734167	0.5	999	.0
105.061437916971	0.5	6	n1
108.063520750533	0.5	8	z1
111.063614356477	0.5	999	.0
114.065776613264	0.5	15	v2
117.067860662486	0.5	2	c1
120.07008897022	0.5	200	e1
123.072361852213	0.5	13	m2
126.074530187307	0.5	1	b1
129.076659216011	0.5	11	d2
132.076752011515	0.5	999	.0
135.078993286304	0.5	10	c2
138.081143386476	0.5	2	c1
141.081283187559	0.5	999	.0
144.083473404564	0.5	16	z2
147.085706980164	0.5	4	l1
150.087974189071	0.5	7	v1
153.090385656487	0.5	12	l2
156.090438335159	0.5	999	.0
159.092672721199	0.5	5	m1
162.094810259536	0.5	3	d1
165.097066932707	0.5	8	z1
168.099358454845	0.5	13	m2
171.099495419385	0.5	999	.0
174.10161715412	0.5	1	b1
177.103815475533	0.5	14	n2
180.105924648429	0.5	15	v2
183.108153766603	0.5	100	e1
186.110265776046	0.5	9	b2
189.112721817721	0.5	6	n1
192.114913250385	0.5	16	z2
195.114983353538	0.5	999	.0
198.117101036067	0.5	15	v2
201.119285174762	0.5	7	v1
204.119487379809	0.5	999	.0
207.12168164902	0.5	4	l1
210.124038411665	0.5	2	c1
213.126292653513	0.5	14	n2
216.126375318501	0.5	999	.0
219.128737349012	0.5	6	n1
222.13092878168	0.5	12	l2
225.13300270039	0.5	9	b2
228.1350944488	0.5	10	c2
231.135143075266	0.5	999	.0
234.137223882724	0.5	5	m1
237.139538907653	0.5	1	b1
240.141833266334	0.5	13	m2
243.144017405033	0.5	11	d2
246.146140355424	0.5	400	o2
249.148361774412	0.5	3	d1
252.150456359366	0.5	8	z1
255.150521194653	0.5	999	.0
258.152700875922	0.5	3	d1
261.154846923888	0.5	2	c1
264.157196797783	0.5	15	v2
267.159276794802	0.5	14	n2
270.159446987429	0.5	999	.0
273.161567101277	0.5	12	l2
276.163811617833	0.5	11	d2
279.16604802998	0.5	7	v1
282.166324795606	0.5	999	.0
285.168433563282	0.5	6	n1
288.170595009626	0.5	9	b2
291.172786442294	0.5	10	c2
294.172933942569	0.5	999	.0
297.175175622579	0.5	5	m1
300.177236574233	0.5	13	m2
303.179426791237	0.5	8	z1
306.181448436495	0.5	300	o2
309.18357098167	0.5	16	z2
312.185679749346	0.5	1	b1
315.185749852499	0.5	999	.0
318.187709499016	0.5	4	l1
321.18783957481	0.5	999	.0
