onset	duration	trial_type	value
3.00218089693226	0.5	3	d1
6.00426575659731	0.5	10	c2
9.00630928376631	0.5	2	c1
12.0064235559585	0.5	999	.0
15.008646190603	0.5	13	m2
18.0108457276801	0.5	5	m1
21.0129091106573	0.5	15	v2
24.0129484170466	0.5	999	.0
27.0152873499901	0.5	11	d2
30.0175148472808	0.5	16	z2
33.0176546483672	0.5	999	.0
36.0197974545699	0.5	7	v1
39.0218340929896	0.5	9	b2
42.0240842826315	0.5	1	b1
45.0241730259295	0.5	999	.0
48.0264900769616	0.5	4	l1
51.0287264891049	0.5	14	n2
54.0308729422904	0.5	12	l2
57.0330522183394	0.5	8	z1
60.0352387883613	0.5	300	o2
63.0374930302096	0.5	6	n1
66.0396171962639	0.5	14	n2
69.0397821210245	0.5	999	.0
72.0421814318252	0.5	9	b2
75.0444032560299	0.5	3	d1
78.0446609762912	0.5	999	.0
81.0468398471203	0.5	6	n1
84.0489858950859	0.5	5	m1
87.0491500094031	0.5	999	.0
90.0514147869872	0.5	11	d2
93.0534323800384	0.5	12	l2
96.055726738723	0.5	16	z2
99.0579287071196	0.5	7	v1
102.058013803435	0.5	999	.0
105.060189432497	0.5	8	z1
108.062471634563	0.5	1	b1
111.064573513489	0.5	13	m2
114.064808946623	0.5	999	.0
117.067034823034	0.5	15	v2
120.069166688281	0.5	10	c2
123.071343533007	0.5	4	l1
126.073483502663	0.5	400	o2
129.075484481677	0.5	2	c1
132.077634581845	0.5	3	d1
135.079695533499	0.5	10	c2
138.079743349521	0.5	999	.0
141.081745138978	0.5	6	n1
144.084035850672	0.5	9	b2
147.08633264068	0.5	5	m1
150.086601301893	0.5	999	.0
153.08880043375	0.5	13	m2
156.090906364883	0.5	8	z1
159.093661864536	0.5	16	z2
162.095856133743	0.5	15	v2
165.09598864086	0.5	999	.0
168.098192635363	0.5	12	l2
171.100371100969	0.5	4	l1
174.100497124557	0.5	999	.0
177.102579552899	0.5	2	c1
180.10470128763	0.5	1	b1
183.106789389058	0.5	14	n2
186.109036742157	0.5	7	v1
189.111180764019	0.5	100	e1
192.113462560865	0.5	11	d2
195.115649536107	0.5	2	c1
198.115824591376	0.5	999	.0
201.117948757434	0.5	6	n1
204.12008913231	0.5	1	b1
207.120246763101	0.5	999	.0
210.12252450774	0.5	8	z1
213.124712293422	0.5	13	m2
216.126946679462	0.5	16	z2
219.129068008973	0.5	14	n2
222.129122713748	0.5	999	.0
225.131209194293	0.5	3	d1
228.133457763055	0.5	4	l1
231.135566125511	0.5	10	c2
234.137863320735	0.5	5	m1
237.138031892478	0.5	999	.0
240.140147548904	0.5	15	v2
243.142359242596	0.5	11	d2
246.14455675357	0.5	7	v1
249.146744539248	0.5	200	e1
252.148912874345	0.5	12	l2
255.151176031046	0.5	9	b2
258.153258864608	0.5	4	l1
261.155512296013	0.5	11	d2
264.155753807452	0.5	999	.0
267.157941187914	0.5	7	v1
270.160147208517	0.5	6	n1
273.162327295009	0.5	10	c2
276.162501134619	0.5	999	.0
279.164851413734	0.5	5	m1
282.16712672705	0.5	2	c1
285.169352198242	0.5	14	n2
288.171495409664	0.5	9	b2
291.171694372948	0.5	999	.0
294.173752488055	0.5	8	z1
297.176127485625	0.5	1	b1
300.176278632884	0.5	999	.0
303.178402393722	0.5	16	z2
306.180631511896	0.5	13	m2
309.182910877418	0.5	3	d1
312.185163498383	0.5	12	l2
315.187273481723	0.5	200	e1
318.189372929326	0.5	15	v2
321.189416693142	0.5	999	.0
