onset	duration	trial_type	value
3.00213551223169	0.5	12	l2
6.00426454093395	0.5	6	n1
9.00636236765604	0.5	2	c1
12.0084079209282	0.5	11	d2
15.0086344392075	0.5	999	.0
18.0107168675477	0.5	7	v1
21.0126594948033	0.5	10	c2
24.0128912809505	0.5	999	.0
27.0150154470066	0.5	4	l1
30.0170143999167	0.5	13	m2
33.0190388817209	0.5	15	v2
36.0192556747097	0.5	999	.0
39.0214260359062	0.5	14	n2
42.0234039173483	0.5	8	z1
45.0254040859199	0.5	5	m1
48.0255544227402	0.5	999	.0
51.0276076752016	0.5	9	b2
54.0295738052482	0.5	16	z2
57.0315901826416	0.5	1	b1
60.0336730162035	0.5	3	d1
63.0358186589474	0.5	300	o2
66.0379764583085	0.5	7	v1
69.0400207959192	0.5	6	n1
72.0400588866487	0.5	999	.0
75.0422499140932	0.5	5	m1
78.0444652547703	0.5	2	c1
81.0465719963431	0.5	13	m2
84.0485421785961	0.5	3	d1
87.0488031406221	0.5	999	.0
90.0509795801263	0.5	12	l2
93.0530231072971	0.5	11	d2
96.0550062566053	0.5	8	z1
99.0571097564134	0.5	15	v2
102.05732614418	0.5	999	.0
105.059353057308	0.5	16	z2
108.061553404825	0.5	1	b1
111.063542227223	0.5	4	l1
114.065471482199	0.5	10	c2
117.06561493027	0.5	999	.0
120.067742338091	0.5	14	n2
123.069746964089	0.5	9	b2
126.071782792067	0.5	200	e1
129.074024472078	0.5	16	z2
132.075997896096	0.5	3	d1
135.076084613291	0.5	999	.0
138.078139486635	0.5	1	b1
141.080219078432	0.5	4	l1
144.082391465732	0.5	10	c2
147.082440497417	0.5	999	.0
150.084439855547	0.5	14	n2
153.086579014764	0.5	11	d2
156.088706827804	0.5	7	v1
159.088765990004	0.5	999	.0
162.090946076492	0.5	12	l2
165.093133456952	0.5	6	n1
168.093267584951	0.5	999	.0
171.09522804191	0.5	13	m2
174.0973627437	0.5	15	v2
177.099668448556	0.5	5	m1
180.101782078878	0.5	8	z1
183.101976989958	0.5	999	.0
186.103922048536	0.5	9	b2
189.105882910715	0.5	2	c1
192.108492936197	0.5	9	b2
195.110611429165	0.5	100	e1
198.112532579731	0.5	16	z2
201.114570839034	0.5	14	n2
204.116577896355	0.5	5	m1
207.118701251969	0.5	12	l2
210.118861719302	0.5	999	.0
213.120951846833	0.5	8	z1
216.123098300019	0.5	3	d1
219.125282033494	0.5	7	v1
222.127391611612	0.5	10	c2
225.127581660043	0.5	999	.0
228.129522666417	0.5	2	c1
231.131781365691	0.5	1	b1
234.134083828783	0.5	13	m2
237.134318451475	0.5	999	.0
240.136369677833	0.5	4	l1
243.138488170802	0.5	11	d2
246.140763078898	0.5	15	v2
249.140843717785	0.5	999	.0
252.143014484203	0.5	6	n1
255.14516863658	0.5	6	n1
258.147268084183	0.5	400	o2
261.14934889164	0.5	12	l2
264.151280577942	0.5	2	c1
267.153558322581	0.5	11	d2
270.153617079561	0.5	999	.0
273.155615222029	0.5	1	b1
276.157716290514	0.5	4	l1
279.159776431725	0.5	3	d1
282.159936899059	0.5	999	.0
285.161909512633	0.5	14	n2
288.163849303346	0.5	9	b2
291.164018280309	0.5	999	.0
294.166086120711	0.5	5	m1
297.168188810079	0.5	8	z1
300.170183305563	0.5	7	v1
303.172431469104	0.5	15	v2
306.172541689089	0.5	999	.0
309.174688547495	0.5	16	z2
312.176696415258	0.5	10	c2
315.176951298976	0.5	999	.0
318.178919860346	0.5	13	m2
321.181015255743	0.5	200	e1
