filename	acq_time	operator	randstr
anat/sub-02_ses-01_acq-defaced_T1w.nii.gz	2020-08-01T10:46:50.287500	n/a	8abd6f09
func/sub-02_ses-01_task-localizer_run-01_bold.nii.gz	2020-08-01T10:56:08.902500	n/a	47d4bb63
func/sub-02_ses-01_task-letters_run-01_bold.nii.gz	2020-08-01T11:06:15.247500	n/a	3cca78ff
func/sub-02_ses-01_task-letters_run-02_bold.nii.gz	2020-08-01T11:12:49.615000	n/a	52bb05bc
func/sub-02_ses-01_task-letters_run-03_bold.nii.gz	2020-08-01T11:19:09.772500	n/a	851e761f
func/sub-02_ses-01_task-letters_run-04_bold.nii.gz	2020-08-01T11:25:30.972500	n/a	8dd644ac
func/sub-02_ses-01_task-letters_run-05_bold.nii.gz	2020-08-01T11:32:23.895000	n/a	f7c55e4b
func/sub-02_ses-01_task-letters_run-06_bold.nii.gz	2020-08-01T11:38:42.400000	n/a	1898d550
func/sub-02_ses-01_task-letters_run-07_bold.nii.gz	2020-08-01T11:45:20.682500	n/a	234d789d
func/sub-02_ses-01_task-letters_run-08_bold.nii.gz	2020-08-01T11:52:10.930000	n/a	8be4db88
func/sub-02_ses-01_task-letters_run-09_bold.nii.gz	2020-08-01T11:58:31.435000	n/a	b83d92f1
func/sub-02_ses-01_task-letters_run-010_bold.nii.gz	2020-08-01T12:04:56.820000	n/a	43057b9d
