filename	acq_time	operator	randstr
anat/sub-04_ses-01_acq-defaced_T1w.nii.gz	2020-08-02T14:46:39.490000	n/a	26418cf1
func/sub-04_ses-01_task-localizer_run-01_bold.nii.gz	2020-08-02T14:54:53.927500	n/a	fd12ccd2
func/sub-04_ses-01_task-letters_run-01_bold.nii.gz	2020-08-02T15:03:58.040000	n/a	6c83514a
func/sub-04_ses-01_task-letters_run-02_bold.nii.gz	2020-08-02T15:10:17.052500	n/a	5b867371
func/sub-04_ses-01_task-letters_run-03_bold.nii.gz	2020-08-02T15:16:58.037500	n/a	2d241b43
func/sub-04_ses-01_task-letters_run-04_bold.nii.gz	2020-08-02T15:23:20.970000	n/a	3068bf0a
func/sub-04_ses-01_task-letters_run-05_bold.nii.gz	2020-08-02T15:29:46.157500	n/a	e91c8b5f
func/sub-04_ses-01_task-letters_run-06_bold.nii.gz	2020-08-02T15:36:15.490000	n/a	6fbe2453
func/sub-04_ses-01_task-letters_run-07_bold.nii.gz	2020-08-02T15:42:38.697500	n/a	d153ccad
func/sub-04_ses-01_task-letters_run-08_bold.nii.gz	2020-08-02T15:49:06.777500	n/a	bc1f63c3
func/sub-04_ses-01_task-letters_run-09_bold.nii.gz	2020-08-02T15:55:27.195000	n/a	2f6e8c70
func/sub-04_ses-01_task-letters_run-010_bold.nii.gz	2020-08-02T16:01:51.547500	n/a	768c6fdb
